Date,Text
2020-02-10,"RT @OptionsMike: Good Morning!

Futures red post Fed, $QQQ strongest 

$AAPL u/g Hold @ HSBC pt 295

$UBER int Buy @ BTIG pt 47

$GRUB d/g…"
2020-02-11,"RT @OptionsMike: Fed Done.. No issues there, $AAPL $TSLA $MSFT $NVDA  ATH's!

Traded $ROKU quickly out of the gate.. $SQ for a hard fought…"
2020-02-12,RT @OptionsMike: Big Tech names lead and $AMD $AMD $AMD  finally broke that Dam! $MSFT ATH... $AAPL.. $AMZN..  Fed tomorrow more fun ahead!…
2020-02-13,"RT @OptionsMike: Good Morning!

Futures down, no particular reason.. $DIA $SPY hit harder than the $QQQ....

FOMC starts today

$AAPL REPOR…"
2020-02-14,SoftBank swings to profit after record loss as Vision Fund recovers $UBER $WORK $BABA $AAPL $QCOM https://t.co/g47hKp6XYc
2020-02-18,"$AAPL $SPY $QQQ  “Apple is developing the lenses needed for AR glasses on a production line at Foxconn's factory”

Source: GlobalNewsWire"
2020-02-19,"Thanks for the $1k
DISCORD 
https://t.co/8v7DSWXjGu
Best stock trade Group out there!

 $AMZN $AMD $SPY $QQQ $ATH… https://t.co/LbxIrU6JGB"
2020-02-20,"Thanks for the alert &amp; updates
https://t.co/8v7DSWXjGu
Best analysis so far !! 📊💰
$FB $LOVE $WORK $AAL $AMD $MNTA… https://t.co/9WVilVI3WH"
2020-02-21,"Helped me get my account green all time. Thanks https://t.co/8v7DSWXjGu
❤️👏📈☝️
$SPY $ES $ADBE $AMZN $MSFT $AAL… https://t.co/hsX4Ae3p16"
2020-02-24,"💪 https://t.co/8v7DSWXjGu
Best trade I made in a long time. Easy play on $AMZN 

$FB $LOVE $WORK $AAPL $AMD $MNTA… https://t.co/u6U5LJfPX7"
2020-02-25,"5 100% runner plays last week. 
Free discord : https://t.co/J21DcuAlKZ
$SPX $SPY $AMZN $AAPL $AMD $FB $SHOP $BYND… https://t.co/R1SDfkPezm"
2020-02-26,"Tilray, Inc. (TLRY) Q2 2020 Earnings Call Transcript (newsfeedback@fool.com (Motley Fool Transcribing)/Fool.com - A… https://t.co/TNshhJPuJL"
2020-02-27,"GCI Liberty, Inc. (GLIBA) Q2 2020 Earnings Call Transcript (newsfeedback@fool.com (Motley Fool Transcribers)/Fool.c… https://t.co/KeovUeMsAx"
2020-02-28,"$XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAPL $CHWY $QQQ $C $ES $AMC $DIS
Best discord group for the trader… https://t.co/DFbNoPDLhE"
2020-03-02,"Heart of rot corp US

Sham boards, cronyism

Directors huge stock grants

Ask Al Gore $AAPL, giant, fat pig sucker… https://t.co/TZKxgcigQv"
2020-03-03,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-03-04,$idex $fb $spy $tsla $nkla $aapl $aal $vxrt $xspa $htgm $chfs $mark $msft $opgn $nio $ttoo $uavs $trvn $nkla $bkyi… https://t.co/CDbjF5fy64
2020-03-05,$aapl $tsla $nflx $spy $amzn $zm $tlt $xom $xle $ba $f $fb $twtr $vix $dxy $gdx $slv $spce $usdjpy $eurusd $jpm $gs… https://t.co/O1l7bxTald
2020-03-06,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-03-09,"Sun Cable’s AAPL, now with federal Major Project Status but still with technical and commercial hoops to get throug… https://t.co/2GSUPBWGoz"
2020-03-10,"apple can’t ban wechat from its app store, the logic is simple they’ll only remove wechat from US app store nothing… https://t.co/WltH6wg5mI"
2020-03-11,OptionAlarm has provided sound Option Swing Trades to thousands of investors just like YOU for over 14 years!Free 1… https://t.co/KCrIe1pudI
2020-03-12,$SPX $SPY $ES_F $ES $DJI $QQQ $NDX $FB $AMZN $AAPL $MSFT $NFLX $GOOGL $GLDS $SLVR #Gold #Silver #Markets #Stocks… https://t.co/quKuDAbOhp
2020-03-13,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-03-16,"RT @alpepinnazzo: Knight Vinke: ""a reduction in average returns from 8% to 6.5 % will cut the value of a pension fund’s portfolio,reducing…"
2020-03-17,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-03-18,"RT @alpepinnazzo: Zero income world😱🧙‍♂️

#NewNormal #zombi

#assetmanagement #hedgefunds #investments #bonds #stocks $SPY $AAPL $HYG $AMZN…"
2020-03-19,SoftBank to Create Asset Management Firm to Buy Public Stocks $FB $AMZN $AAPL https://t.co/FEAcjcDq8a
2020-03-20,"RT @BryanReed22: $mro cruising up premarket with $spy $spx $qqq #oil $uso.  $jpm price target for $mro $8.  If market breaks new highs, I t…"
2020-03-23,RT @crazybot007: Everyone is a rich kid in pre-market $spy $amzn $aapl $baba $go $cost $ci $unh $dpz $msft $shop $googl $srne $tmus $qcom $…
2020-03-24,"RT @Saikat046: You can visit following links for knowing a new trading 
platform. If you think this platform is better than other than you…"
2020-03-25,RT @MacHashNews: Twitter testing automatic translations for tweets in different languages https://t.co/HqO6DPEPtx $AAPL https://t.co/KYihbW…
2020-03-26,$mro cruising up premarket with $spy $spx $qqq #oil $uso.  $jpm price target for $mro $8.  If market breaks new hig… https://t.co/NQqmupBy2o
2020-03-27,"RT @Excelle26019011: $HD $TSLA $XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAPL $CHWY $QQQ $C $ES $AMC
Over 75k+ people. Join now
Disc…"
2020-03-30,RT @FocusedCompound: The craziest thing about $AAPL posting Q3 results of revenue +11% and EPS +18% is a lot of their stores currently look…
2020-03-31,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-04-01,Everyone is a rich kid in pre-market $spy $amzn $aapl $baba $go $cost $ci $unh $dpz $msft $shop $googl $srne $tmus $qcom $now $ttd
2020-04-02,"You can visit following links for knowing a new trading 
platform. If you think this platform is better than other… https://t.co/5k7pJnF3Hz"
2020-04-03,Twitter testing automatic translations for tweets in different languages https://t.co/HqO6DPEPtx $AAPL https://t.co/KYihbWFouQ
2020-04-06,"RT @segalink: Rumor has it that Apple (APPL) AAPL will release its cheapest ever top-tier phone this fall.
Influential tech magazine Tom’s…"
2020-04-07,"$HD $TSLA $XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAPL $CHWY $QQQ $C $ES $AMC
Over 75k+ people. Join now
D… https://t.co/FefRNy013m"
2020-04-08,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-04-09,RT @FortuneMagazine: Apple CEO Tim Cook is now a billionaire https://t.co/gP9rEt05Dw
2020-04-13,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-04-14,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-04-15,RT @FortuneMagazine: Apple CEO Tim Cook is now a billionaire https://t.co/gP9rEt05Dw
2020-04-16,Apple CEO Tim Cook is now a billionaire https://t.co/gP9rEt05Dw
2020-04-17,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-04-20,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-04-21,RT @PortfolioBuzz: Having 10 different news tabs open for $AAPL $DB $BP? We give you 1 https://t.co/9YbMBGB52N https://t.co/HcS2hY4ZfD
2020-04-22,"RT @crazybot007: Gap up
Fade up
Fuck up

Today’s story $spy $spx $aapl $msft $baba $tsla $amzn"
2020-04-23,RT @Emily92393630: $DSA $KODK $DOW $GNUS $IDEX $boxl $BABA $TSLA $TAOP $JFK $CEMI $SPY $TSLA $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $D…
2020-04-24,"RT @Emily92393630: Helped me get my account green all time. Thanks https://t.co/1aH2bFNy11
❤️👏📈☝️
$SPY $ES $ADBE $AMZN $MSFT $AAL $ROKU $BA…"
2020-04-27,"RT @Rudro31094974: $TSLA $SHOP $SPY $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $Kodk $AAPL $QQQ $ESE $SPCE $FCEL $TRIP
one of the largest s…"
2020-04-28,"Gap up
Fade up
Fuck up

Today’s story $spy $spx $aapl $msft $baba $tsla $amzn"
2020-04-29,"RT @Emily92393630: Helped me get my account green all time. Thanks https://t.co/1aH2bFNy11
❤️👏📈☝️
$SPY $ES $ADBE $AMZN $MSFT $AAL $ROKU $BA…"
2020-04-30,$DSA $KODK $DOW $GNUS $IDEX $boxl $BABA $TSLA $TAOP $JFK $CEMI $SPY $TSLA $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB… https://t.co/jKLRRxccMn
2020-05-01,RT stock_family: $TELL partially starter filled .95 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader… https://t.co/i03H3BiRym
2020-05-04,RT stock_family: $ACST 🥌🎯💯👀👇 https://t.co/UWBtv94yl3 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader… https://t.co/j5tRESNHdw
2020-05-05,RT stock_family: $ACST tick tock 8/31 🙃 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader #stocktrading… https://t.co/hubWNb24ut
2020-05-06,RT stock_family: $SNSS hit .36 ty https://t.co/awnOQGNgCd - https://t.co/YWb0YTEzG0 #options #stockmarket… https://t.co/8LpqAnoPd0
2020-05-07,"Helped me get my account green all time. Thanks https://t.co/1aH2bFNy11
❤️👏📈☝️
$SPY $ES $ADBE $AMZN $MSFT $AAL… https://t.co/yK4s9q4gA7"
2020-05-08,"RT @EliteOptions2: $TGT - Trade Idea - Aug 14 133C - bid/ask: 1.09/1.16

Closed at 131.75 on Friday

Setting up for a move towards 141 if i…"
2020-05-11,Having 10 different news tabs open for $AAPL $DB $BP? We give you 1 https://t.co/9YbMBGB52N https://t.co/HcS2hY4ZfD
2020-05-12,"$TSLA $SHOP $SPY $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $Kodk $AAPL $QQQ $ESE $SPCE $FCEL $TRIP
one of the larg… https://t.co/p2sGlHHYVF"
2020-05-13,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-05-14,"RT @Reveretrading: August 11 Plan 📌

*Click on Picture to Expand* 

Attached is a 30-min RTH only chart.

As always, I'm very grateful for…"
2020-05-15,"RT @SpiderMan_3s: $ES_F

Value area (highlighted)
Keep going UP in each session..

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading #f…"
2020-05-18,$AAPL Apple boss becomes a billionaire as share price climbs https://t.co/lEqK0g5TUZ via @proactive_NA  #AAPL
2020-05-19,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-05-20,"RT @EliteOptions2: $TGT - Trade Idea - Aug 14 133C - bid/ask: 1.09/1.16

Closed at 131.75 on Friday

Setting up for a move towards 141 if i…"
2020-05-21,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-05-22,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-05-26,Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a… https://t.co/f3B4ZL9NBn
2020-05-27,"RT @SpartanTrading: Sign Up to Our Mailing List to Access A Sneak peak of Our Weekly Newsletter and Last Week in Review:

Sign Up Bottom of…"
2020-05-28,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-05-29,RT @optionstradin17: Neo Full Access for the month of August in my discord. Get all the picks. Here are the results so far for week 1. $AAP…
2020-06-01,"Been searching on fb for @G4BOYZ and I found this🥺🥺🥺🥺❣️❤️🥰

Can you all go watch,these dudes ain’t tripping at aapl… https://t.co/VUaotSb5uX"
2020-06-02,"Thanks for the alert &amp; updates https://t.co/IrL6g2ldXA

 Best analysis $FB $LOVE $WORK $AAL $AMD $MNTA $GLD $TWR… https://t.co/wjgHlQ0OBI"
2020-06-03,RT @SunCable1: ⁦@SunCable1⁩ Aust-ASEAN Power Link has been awarded Major Project Status by ⁦@ausgov⁩ ⁦@karenandrewsmp⁩ ⁦@AngusTaylorMP⁩ ⁦@I…
2020-06-04,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-06-05,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-06-08,"Are you looking for a good marketplace for invest money 
so click here : https://t.co/w27IG7JMMH

$BIDU $SAVE $WORK… https://t.co/FknSdtkn7Y"
2020-06-09,RT @JeffLehner: @apollotradingsd $TSLA's way overbought.  $AAPL's on point.  $XOM's worth way more than it trades because oil's not going a…
2020-06-10,"RT @OddStockTrader: I honestly think some of the rallies are purely dumb money having no other real great options to place that money.

Thi…"
2020-06-11,"$MSFT $BABA $AAPL - Shell Asset adds Microsoft, cuts Apple, exits Anglogold Ashanti https://t.co/GeLL4MtfNn"
2020-06-12,Trump administration announces U.S. spectrum auction to fuel 5G growth https://t.co/szQmacQyLH $AAPL
2020-06-15,"RT @OffersForex: Get
$5K
deposit bonus

trusted licensed broker 
offers link  https://t.co/gzaav6p3rm

$DOW $GNUS $IDEX $boxl $TSLA $BABA $…"
2020-06-16,"1) If Apple can't keep WeChat on its chinese App Store, it will likely allow special website to install WeChat that… https://t.co/50uhSan0ef"
2020-06-17,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-06-18,"Get
$5K
deposit bonus

trusted licensed broker 
offers link  https://t.co/gzaav6p3rm

$DOW $GNUS $IDEX $boxl $TSLA… https://t.co/skfj9ItxGq"
2020-06-19,RT @OptionAlarm: Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 1…
2020-06-22,RT @PortfolioBuzz: Imagine reading up on $Oil $AAPL $EURUSD concurrently on the same platform! https://t.co/Ut05pyrbV8 https://t.co/z4FIJ5t…
2020-06-23,"RT @alpepinnazzo: Zero income world😱🧙‍♂️

#NewNormal #zombi

#assetmanagement #hedgefunds #investments #bonds #stocks $SPY $AAPL $HYG $AMZN…"
2020-06-24,"RT @MacroOps: Not like it matters but the 1-month smoothed Put/Call ratio on the FAAMG stocks is the lowest on record. 

$FB $AAPL $AMZN $M…"
2020-06-25,"RT @SpartanTrading: Sign Up to Our Mailing List to Access A Sneak peak of Our Weekly Newsletter and Last Week in Review:

Sign Up Bottom of…"
2020-06-26,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-06-29,RT @SunCable1: ⁦@SunCable1⁩ Aust-ASEAN Power Link has been awarded Major Project Status by ⁦@ausgov⁩ ⁦@karenandrewsmp⁩ ⁦@AngusTaylorMP⁩ ⁦@I…
2020-06-30,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-07-01,RT @FocusedCompound: The craziest thing about $AAPL posting Q3 results of revenue +11% and EPS +18% is a lot of their stores currently look…
2020-07-02,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-07-06,"Sign Up to Our Mailing List to Access A Sneak peak of Our Weekly Newsletter and Last Week in Review:

Sign Up Botto… https://t.co/uENJ3Gz7Sm"
2020-07-07,RT @OptionAlarm: Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 1…
2020-07-08,RT @OptionAlarm: Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 1…
2020-07-09,Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a… https://t.co/6b0j8gNtXE
2020-07-10,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-07-13,RT @Yegnah: @BG3337 @mdt4129 @ABC I don’t want a president dumber than me making decisions about the #Chinavirus or anything else for that…
2020-07-14,Imagine reading up on $Oil $AAPL $EURUSD concurrently on the same platform! https://t.co/Ut05pyrbV8 https://t.co/z4FIJ5tMLX
2020-07-15,"Zero income world😱🧙‍♂️

#NewNormal #zombi

#assetmanagement #hedgefunds #investments #bonds #stocks $SPY $AAPL $HYG… https://t.co/bVYE3Pi5Bs"
2020-07-16,An xCloud Game Streaming Beta Is Coming to Android Today for Game Pass Ultimate Subscribers https://t.co/vALI84KLyj $AAPL
2020-07-17,"Down 68%, He Went All In On Weekly OTM AAPL Calls I saw this highly-rated post over on WSB about an Apple “investme… https://t.co/e3JASqAqxB"
2020-07-20,"RT @RespectWallSt: @ChartsWithBret @B_Fletch702 I wouldn’t be chasing $AAPL right now for a long term position!

That being said the chart…"
2020-07-21,Fundamental Income Generator trading system: https://t.co/POeECWTOhM #fundamental #income $PSX $MON $BUD $UTX $AAPL $BAC $SBUX $NKE
2020-07-22,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-07-23,RT @OddStockTrader: SCAN FOR IU $AAPL $SYN $GDLC and more https://t.co/FFBjzoD9h1 https://t.co/S9GS1CITeX
2020-07-24,"📑Shares of MGM Resorts (MGM) surged nearly 15% on the news, while IAC's stock was down about 2%.

🛑Join our Telegra… https://t.co/R3W515uCJJ"
2020-07-27,"$AMD $AAPL $MSFY $BA $IMO $YOLO $CHK $MGM $MU $NKLA $GDEN $SPY $TSLA
Thanks for the alert &amp; updates… https://t.co/7hxs2giWJG"
2020-07-28,RT @Stephanie_Link: $AAPL is now worth $1.9 trillion and about 86% of the market capitalization of the $2.2 trillion Russell 2000 Index.
2020-07-29,$AAPL Never been More excited about a Stock Split! Once she hits 100 it's going to shoot straight up to double or t… https://t.co/d9RGkbCeob
2020-07-30,"$SPY $QQQ $IWM $AAPL $TSLA $GOOG $AMZN $NFLX $FB $KODK 

#Stocks #Economy #Gold #Oil https://t.co/tQit4abQq5"
2020-07-31,"Thanks for the $1k
DISCORD 
https://t.co/CMcCkhsEY6
Best stock trade Group out there!

 $AMZN $AMD $SPY $QQQ $ATH… https://t.co/estdF7AyNU"
2020-08-03,$WORX watching this L2 is literally making me LOL..they are trying sooooo hard to push it under 3 and than the big… https://t.co/RlFyAwhXE0
2019-12-31,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-01-02,RT @MIcapital2: 7/ My Math (assumes 55% to AAPL in current contract and $50bn of search revenues on Google's P&amp;L through this default searc…
2020-01-03,RT @MIcapital2: 4/ I estimate that GOOGL paid ~$12-15bn to AAPL for the default search position. This is vs. GOOGL's total search revenues…
2020-01-06,Tim Cook Now A Billionaire As Apple $AAPL Nears $2T Valuation https://t.co/hgQmmeZWns https://t.co/qmzBsJLUNc
2020-01-07,RT @khmerxbxboi: $AAPL $ES_F $SPX $SPY $DIA https://t.co/NwfUgf3DpT
2020-01-08,"RT @DeItaOne: iPhone shipments could drop up to 30% if Apple removes WeChat, MacRumors says
$AAPL"
2020-01-09,RT @mcm_ct: What happens if $AAPL loses $800 billion of market cap in a short period? I wonder
2020-01-10,"RT @stock_invester7: Was able to close it for a 100%profit.
 https://t.co/gLBYeXjzUY
Alert + update+ chatroom 📢📈💵

$SPY $TSLA $SHOP $AMZN $…"
2020-01-13,"RT @Xtrader90362966: ☛☛☛https://t.co/ZVa9je5wjt

More member profits on $BA (based on our analyst alert) and $ROKU. Join us for a 20 day fr…"
2020-01-14,"RT @MacHashNews: Parallels 16 is now available with 20% faster DirectX 11, multi-touch gestures, and more https://t.co/L7ECqRQJjV $AAPL htt…"
2020-01-15,RT @PortfolioBuzz: Screen through high rated articles for US Tech Kings at once $AAPL $GOOG $FB https://t.co/KK4Qj8LBUV https://t.co/o29f24…
2020-01-16,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-01-17,"Parallels 16 is now available with 20% faster DirectX 11, multi-touch gestures, and more https://t.co/L7ECqRQJjV… https://t.co/rTFPctrzaE"
2020-01-21,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-01-22,Screen through high rated articles for US Tech Kings at once $AAPL $GOOG $FB https://t.co/KK4Qj8LBUV https://t.co/o29f24Bs3X
2020-01-23,"RT @DeItaOne: iPhone shipments could drop up to 30% if Apple removes WeChat, MacRumors says
$AAPL"
2020-01-24,"You can visit following links for knowing a new trading platform.
If you think this platform is better than other t… https://t.co/O624CH8o1Z"
2020-01-27,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-01-28,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-01-29,Wedbush raises AAPL price target to industry-high $515 https://t.co/OPRzJHoCkU
2020-01-30,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-01-31,$AAPL $ES_F $SPX $SPY $DIA https://t.co/NwfUgf3DpT
2020-02-03,RT @Stephanie_Link: The $XLK weighting components are worth knowing. The top two: $AAPL at 23.3% and $MSFT at 20.9%. The next closest is $V…
2020-02-04,RT @Stephanie_Link: $AAPL is now worth $1.9 trillion and about 86% of the market capitalization of the $2.2 trillion Russell 2000 Index.
2020-02-05,@goldmarketgirl @DebraG_Robins The Fed buys everything. Luckily they bought $AAPL bonds or otherwise they might have gone bankrupt.
2020-02-06,"Was able to close it for a 100%profit.
 https://t.co/gLBYeXjzUY
Alert + update+ chatroom 📢📈💵

$SPY $TSLA $SHOP… https://t.co/fvHGjRGBZY"
2020-02-07,"Caught the $TSLA wave up this morning
Visit today
DISCORD https://t.co/gLBYeXjzUY
☝️☝️
$AAPL $AYRO $SPOT
$NKLA… https://t.co/aNDoZdAIR0"
2020-02-10,#AAPL #AMZN Tim Cook Now A Billionaire As Apple Nears $2T Valuation https://t.co/XEMPjaHrQW https://t.co/iB1WmLIBMq
2020-02-11,RT @zerohedge: Dear @federalreserve and @neelkashkari your ongoing purchases of AAPL bonds to fund the buybacks that just made Tim Cook a b…
2020-02-12,$HD entering previous channel before the market crash... leaves upside to $300 if it holds 🚀 $spy $ba $tsla $amzn… https://t.co/pX763eSSy6
2020-02-13,$AAPL https://t.co/ZTIcvYqTx7 Pot. cont. Uptrend LONGERTERM Wly-Dly-Hly combo chart #Apple #Stocks https://t.co/KeUBYv6FOp
