Date,Text
2020-03-02,"RT @MinteractApp: Thursday's Top Flow in #StockMarket, Buy Flow and Sell Flow $XLU $TSLA $JNJ $MCD $UNH $HYG $GDX $XLF $PEP $JNK $AAPL $MSF…"
2020-03-03,"@sheepchase And yet, as FB's stock price seems pretty stable this week, the market seems pretty relaxed about it. M… https://t.co/Bh1HzdXsLU"
2020-03-04,"$msft, $nflx, $fb stock price rocket on tik tok news, that only tell you one thing, tik tok is money maker not a na… https://t.co/V6zyDG4pGJ"
2020-03-05,"RT @IBD_ECarson: Whipsaw market sends this message; Dow futures rise, 5 key earnings movers https://t.co/cgavDSkyaC $WDAY $OLLI $VEEV $BILL…"
2020-03-06,"Whipsaw market sends this message; Dow futures rise, 5 key earnings movers https://t.co/cgavDSkyaC $WDAY $OLLI… https://t.co/ZzfqJfn7LS"
2020-03-09,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-03-10,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-03-11,@rashadmoore You already saw this like I and everyone else saw but Facebook stock slammed up ATH the day CNN posted… https://t.co/bGLTNqhsrm
2020-03-12,"RT @seeitmarket: NEW Article: “Is Apple’s Stock Worthy of $2 Trillion Market Cap?” - https://t.co/zrPL9ED66r

by @MichaelLebowitz $AAPL $MS…"
2020-03-13,If you work at FB...is that check and stock price worth it knowing what your platform does? https://t.co/JCOycaKp3T
2020-03-16,"RT @seeitmarket: NEW Article: “Is Apple’s Stock Worthy of $2 Trillion Market Cap?” - https://t.co/zrPL9ED66r

by @MichaelLebowitz $AAPL $MS…"
2020-03-17,@MPelletierCIO Would be nice to see ex-MSFT/AMZN/GOOG/FB/AAPL
2020-03-18,$FB - Statement of Changes in Beneficial Ownership (4) https://t.co/fqx6FjpLoS
2020-03-19,RT @LadyBug09195373: @MollyJongFast Russian oligarchs own massive amounts of stock in FB. Makes you wonder who is really in charge of FB's…
2020-03-20,"$FB Facebook - 4 (Statement of Changes in Beneficial Ownership) SEC Filing
From our Stock News Alerts App"
2020-03-23,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-03-24,"$FB [15s. delayed] filed SEC form 4: VP and General Counsel Newstead Jennifer: 
Disposed 426 of Class A Common Stoc… https://t.co/cvhwTdydHK"
2020-03-25,Seattle’s High-End Wage Tax And Taxing Stock Returns – OpEd https://t.co/diMaPC14IG
2020-03-26,Taking Stock Of Chinese Factor In American Elections – Analysis https://t.co/d6mEm6hjkf
2020-03-27,$FB - Publishers Brace for Impact from Apple's New Privacy Controls https://t.co/dl535OPqtX
2020-03-30,Beauty $FB right to plan and level at #TRICKTRADES #Stock #Market #Education https://t.co/bHqjhTfI9H
2020-03-31,@SethCL @no_pullbacks @bondstrategist @DiMartinoBooth Are we looking at ES printing 3600 with that kinda dry powder… https://t.co/pXCk2WPpQL
2020-04-01,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-04-02,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-03,"RT @breadboxalerts: Day In Review - 8/27

Join us and enjoy 50% off your 1st month membership! 

https://t.co/6ApU6Begvi

$AAL $AMD $AMZN $…"
2020-04-06,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-07,#Equipment Blaser F3 ALL MODELS Stock &amp; Forend (S/H) £975: STUNNING WOODSET INC BEAVER… https://t.co/yaeBvzGaZM
2020-04-08,"Facebook Says Apple’s iOS 14 Will Damage Its Audience Network Business, FB Stock Down 0.33% Now 

Continue reading… https://t.co/3Ynr6isN61"
2020-04-09,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-13,RT @LadyBug09195373: @MollyJongFast Russian oligarchs own massive amounts of stock in FB. Makes you wonder who is really in charge of FB's…
2020-04-14,Why was $FB stock so cheap for long?
2020-04-15,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-16,"Thursday's Top Flow in #technology sector, Buy Flow &amp; Sell Flow $INTU $V $AMAT $WDC $MU $PAYX $ORCL $LSI $CTL $MTAP… https://t.co/mzrF8BoCMb"
2020-04-17,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-20,"Thursday's Top Flow in #StockMarket, Buy Flow and Sell Flow $XLU $TSLA $JNJ $MCD $UNH $HYG $GDX $XLF $PEP $JNK… https://t.co/ByaUXsyZx6"
2020-04-21,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-22,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-23,"@elonmusk EM, do you know $TSLA is the 8th largest publicly traded American company, just behind $AAPL $MSFT $AMZN… https://t.co/41alhN3rJo"
2020-04-24,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-27,@JackSewell_ @FutureUsmnt It's worse. Their squad has a lower Transfermarkt value than anyone in MLS. Only fetishis… https://t.co/0VQCzGGsc8
2020-04-28,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-29,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-04-30,"Did you end green today?
$msft $pypl $aapl $baba $nflx $fb $ba $bynd $spy $wmt $sq $gild $spot $tsla $cvx $nke… https://t.co/IyKT5nNtEQ"
2020-05-01,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-05-04,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-05-05,"$FB dominated by bears dragging the market lower throughout the day: https://t.co/ZA0tsvh0R9
Sentiment: Neutral #FB #Facebook"
2020-05-06,Intrigued to know what apps do people use to trade and hold stock on? #Stocks $AAPL $TSLA $NLFX $FB
2020-05-07,RT @LadyBug09195373: @MollyJongFast Russian oligarchs own massive amounts of stock in FB. Makes you wonder who is really in charge of FB's…
2020-05-08,"RT @seeitmarket: NEW Article: “Is Apple’s Stock Worthy of $2 Trillion Market Cap?” - https://t.co/zrPL9ED66r

by @MichaelLebowitz $AAPL $MS…"
2020-05-11,"A look at this week's trades! A new edition of the Bernie Wrightson-illustrated ""Frankenstein,"" the Award-winning ""… https://t.co/4DthkqvVzQ"
2020-05-12,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-05-13,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-05-14,"NEW Article: “Is Apple’s Stock Worthy of $2 Trillion Market Cap?” - https://t.co/zrPL9ED66r

by @MichaelLebowitz… https://t.co/AqffZUEQom"
2020-05-15,"Summary of stock holdings: 
GPRO - $9.13
FIT - $11.44
SNAP - $11.09
AAPL - $13.07
TSLA - $11.78
NFLX - $10.71
FB -… https://t.co/7QrXyMQaZk"
2020-05-18,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-05-19,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-05-20,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-05-21,"$FB 

Another stock I was watching to buy...but no. I will risk NOT being in the market. I have $BA &amp; $WKHS now plu… https://t.co/HMdqdmbOuJ"
2020-05-22,#Facebook $FB Has An Excellent #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Excel… https://t.co/xIFELYk43h
2020-05-26,"$FB

Tracking tape is extremely important in order to build your trading edge. Here's another example --- smart mon… https://t.co/9QlTKJcRJH"
2020-05-27,"Final hurdle for tech bears might be AMZN/FB stock split announcements. Maybe a few other high flyers too, but thos… https://t.co/PHcU3aQpl2"
2020-05-28,"RT @chigrl: $AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding TICTOK with…"
2020-05-29,"$AAPL stock split tomorrow...will be interesting...probably see an announcement that FB, GOOG, and AMZN are bidding… https://t.co/afki9BiDNN"
2020-06-01,@crzyfkinworld Oh no I had one stock me on FB and had to block some ass who didn’t even know me
2020-06-02,‘Cumbria Crack’ group on FB. Not hard drugs 😂. ‘Crack’ is ‘gossip’. I joined to get local news. But it’s been taken… https://t.co/ARl5T2d0YA
2020-06-03,#Options Flow Stream Update $AMZN $TSLA $MSFT $FB $SLV $NDX $SPX #OptionsTrading #OptionsFlow #optionstrade… https://t.co/g0uJrWZS5X
2020-06-04,RT @LadyBug09195373: @MollyJongFast Russian oligarchs own massive amounts of stock in FB. Makes you wonder who is really in charge of FB's…
2020-06-05,"RT @PsychoTrader00: (3-month, daily) $ATEN is down 4.6% after approaching resistance twice. Keep an eye out for $8.53 support at the 20MA (…"
2020-06-08,@Apple looking at @Microsoft @Walmart @Oracle @amazon @Facebook fighting each other for dominance on @tiktok_us dea… https://t.co/07jtvFQMTF
2020-06-09,"Did you miss EP1 of #MoneyInMarkets?

@DaveMilhouse &amp; I discuss: 
+ 1:00-19:00: AFC win totals
+ 19:00-21:50: Life… https://t.co/nAxSpnBRSy"
2020-06-10,RT @wwfinancial: Learning in the age of COVID-19 how to help kids with distance learning #COVID @Grom_Social_com $GRMM #social #stock #smal…
2020-06-11,RT @wwfinancial: Learning in the age of COVID-19 how to help kids with distance learning #COVID @Grom_Social_com $GRMM #social #stock #smal…
2020-06-12,"@johnscharts @T66476371 @pawan1234o 

Inside days: $FB $ROKU $NIO $TWTR. Long FB, TWTR
Bearish engulfing, Long… https://t.co/buq7tDuRP8"
2020-06-15,"$FB yesterday's scalp, 65 flag to 2.15+ exits, knowing going in that it was just a scalp because they were too far… https://t.co/n3jv5PtMcn"
2020-06-16,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-06-17,Learning in the age of COVID-19 how to help kids with distance learning #COVID @Grom_Social_com $GRMM #social… https://t.co/zGvriBoZ11
2020-06-18,"RT @assetdash: Top 10 Stocks By Market Cap 🏆

1. $AAPL ($2.1T)
2. $AMZN ($1.7T)
3. $MSFT ($1.6T)
4. $GOOGL ($1.1T)
5. $FB ($844B)
6. $BABA…"
2020-06-19,I own stock in FB but am tweeting this out anyway! They - and ALL social media companies - have a sacred duty to cr… https://t.co/3yugpx6CTZ
2020-06-22,There are grown men on FB who changed their profile pics and wallpaper to an all black stock image that they found… https://t.co/KU6g4kK9ak
2020-06-23,"RT @OfficialBelaire: International fans! 

Get your Belaire fix from the following #homedelivery retailers.
 
Tap the photo or read where y…"
2020-06-24,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-06-25,@OutkastCard Apparently a lot of popular toys are out of stock completely in the US and I’m in some fb groups that… https://t.co/YHFY8FiBX1
2020-06-26,"$AAPL $AMZN $GOOGL $NFLX $FB all down around 1-4%.

$SPY currently flat. 

Interesting.

#stock"
2020-06-29,Grom Social is Evolving into the Trustworthy Children’s Entertainment Brand that All Parents Crave @Grom_Social_com… https://t.co/sTCMUDfhvY
2020-06-30,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-07-01,"We like our odds! Have you joined our Telegram? 

$FB $AMZN $INTC $NFLX $AAPL $SNAP $TWTR $PYPL $EBAY  $MSFT $CMG… https://t.co/II9uk3F7ys"
2020-07-02,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-07-06,@azran_md Hi Azran! We understand that it is taking longer than expected. The Covid restrictions has caused a lot o… https://t.co/nMHIvt41hH
2020-07-07,"@DankoDeadZone The site is for Spain mainly but you can look preorders and upcoming stock, the ebay store is… https://t.co/F9h8AjZpnb"
2020-07-08,"RT @6starfootballNE: Prospect in the 🔥Spotlight
Lathan Duda, 6-0, 200,FB/LB, '21, Broken Bow
@DudaLathan 
📽️https://t.co/jZR2Asy9qT
***Hard…"
2020-07-09,@MollyJongFast People who are putting money into FB stock are low life and don't care about life in general that FB… https://t.co/ov9Ua0X95T
2020-07-10,@sanskar_nagpal Hi Sanskar! We understand it is taking longer than expected. The Covid restrictions has caused a lo… https://t.co/OdFdq8cqI3
2020-07-13,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-07-14,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-07-15,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-07-16,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-07-17,"RT @benedictevans: Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE and…"
2020-07-20,@Kunal2472 Hi Kunal! We understand that it is taking longer than expected. The Covid restrictions has caused a lot… https://t.co/Xf4UpBgAPW
2020-07-21,"Joking apart, there is a something interesting in how, well, odd the bidders are. Tiktok is probably too big for PE… https://t.co/q2ZEi1JDBA"
2020-07-22,@spidybunney Hi Ayush! The Covid restrictions has caused a lot of issues worldwide which has in turn affected the l… https://t.co/xpuoi8p9gh
2020-07-23,@omkarmahapatra Hi there! The Covid restrictions has caused a lot of issues worldwide which has in turn affected th… https://t.co/bLFrr6xRAI
2020-07-24,"RT @6starfootballNE: Prospect in the 🔥Spotlight
Lathan Duda, 6-0, 200,FB/LB, '21, Broken Bow
@DudaLathan 
📽️https://t.co/jZR2Asy9qT
***Hard…"
2020-07-27,This week's #StockOfTheWeek is a staple in the Insurance Industry and value play for Investors https://t.co/SE9lNrCvpj #SOTW
2020-07-28,"@faeriedevilish @OphCourse Mientras tanto, en el HQ de Facebook...

""Facebook's stock price is at an all-time high… https://t.co/NifHGKnHdQ"
2020-07-29,@chochlendra Hi there! The Covid restrictions has caused a lot of issues worldwide which has in turn affected the l… https://t.co/IwClOPljoQ
2020-07-30,@kshitijranjan54 Hi there! The Covid restrictions has caused a lot of issues worldwide which has in turn affected t… https://t.co/SoePfKK68M
2020-07-31,"RT @nl_archsociety: Join us for another virtual FABS Talk this Friday at 5pm NT with co-directors of the Stock Cove Archaeology Project, Dr…"
2020-08-03,Select your Social Media stock &amp; start following portfolio's $LNKD $FB $ZNGA https://t.co/7gg0FoRUNF https://t.co/k9NnBKdYMl
2019-12-31,@ashishmshet Hi Ashish! The Covid restrictions has caused a lot of issues worldwide which has in turn affected the… https://t.co/fIXY8vzhbe
2020-01-02,@vishaltalks Hi Vishal! The Covid restrictions has caused a lot of issues worldwide which has in turn affected the… https://t.co/8S9aILLMfR
2020-01-03,"(3-month, daily) $ATEN is down 4.6% after approaching resistance twice. Keep an eye out for $8.53 support at the 20… https://t.co/iAPpqamDYd"
2020-01-06,@KMichelleMosley @Twitter @TwitterSupport @stock_slayer You promoted my expulsion... even on your FB pages calling… https://t.co/PlNOTLMCe6
2020-01-07,@MollyJongFast Russian oligarchs own massive amounts of stock in FB. Makes you wonder who is really in charge of FB… https://t.co/05FYrLTgfB
2020-01-08,"RT @MITickWatcher: Today Top Flow in #StockMarket, Buy Flow and Sell Flow $TSLA $BA $XLF $DIS $ABT $FB $SLV $C $GOOG $V $AAPL $AMZN $MSFT $…"
2020-01-09,RT @wwfinancial: Schools reopening: Can we really keep teachers and kids safe?  #COVID @Grom_Social_com $GRMM #social #stock #smallcap #sto…
2020-01-10,RT @wwfinancial: Schools reopening: Can we really keep teachers and kids safe?  #COVID @Grom_Social_com $GRMM #social #stock #smallcap #sto…
2020-01-13,Schools reopening: Can we really keep teachers and kids safe?  #COVID @Grom_Social_com $GRMM #social #stock… https://t.co/p0mGGxbOav
2020-01-14,"Is This What's Behind the Unstoppable FAANG Stock Rally? 

(FAANG = Facebook, Apple, Amazon, Netflix, and Google)… https://t.co/qs9CaxwnQL"
2020-01-15,"Today Top Flow in #technology sector, Buy Flow &amp; Sell Flow $NVDA $V $GOOG $FB $ORCL $INTU $INTC $XLNX $IBM $EBAY… https://t.co/YFTnz11MOU"
2020-01-16,"Today's Stock Market Prices: 
📉 AAPL: $503.92 (-2.17)
📉 BABA: $285.16 (-6.80)
📉 TWTR: $40.66 (-0.42)
📉 IBM: $124.10… https://t.co/8zi8THPqkp"
2020-01-17,@bugwannostra Government needs to stop investing in shit every other country just right now is trading in tech and… https://t.co/R12H9t0OlT
2020-01-21,"@vrosen11 @MattWalshBlog If the rest of the world starts boycotting McDonalds, Apple, FB and all the others, what w… https://t.co/vJgL5fCiul"
2020-01-22,RT @MinteractApp: #Options Flow Stream Update $TSLA $GOOG $MSFT $FB $ROKU $QQQ $SPX #OptionsTrading #OptionsFlow #optionstrade #optiontradi…
2020-01-23,Stock market dips by 0.10% as investors take profit on recent gains https://t.co/sbdI786Cxe via https://t.co/hmXrUrdpYy
2020-01-24,@MollyJongFast I'm selling my FB stock which had been growing my retirement portfolio nicely. Tough shorts. I'm not… https://t.co/SmlMh0IJg6
2020-01-27,RT @Acer_India: @Ritikgariya Hi Ritik! We understand it is taking longer that expected. The Covid restrictions has caused a lot of issues w…
2020-01-28,RT @MinteractApp: #Options Flow Stream Update $MSFT $FB $JPM $DIA $ROKU $JETS $QQQ $NDX $SPX #OptionsTrading #OptionsFlow #optionstrade #op…
2020-01-29,RT @MinteractApp: #Options Flow Stream Update $MSFT $FB $JPM $DIA $ROKU $JETS $QQQ $NDX $SPX #OptionsTrading #OptionsFlow #optionstrade #op…
2020-01-30,RT @MinteractApp: #Options Flow Stream Update $TSLA $GOOG $MSFT $FB $ROKU $QQQ $SPX #OptionsTrading #OptionsFlow #optionstrade #optiontradi…
2020-01-31,RT @MinteractApp: #Options Flow Stream Update $TSLA $GOOG $MSFT $FB $ROKU $QQQ $SPX #OptionsTrading #OptionsFlow #optionstrade #optiontradi…
2020-02-03,RT @MinteractApp: #Options Flow Stream Update $MSFT $FB $JPM $DIA $ROKU $JETS $QQQ $NDX $SPX #OptionsTrading #OptionsFlow #optionstrade #op…
2020-02-04,"RT @fluffy_shibainu: @OzraeliAvi Look at FB stock changes in the past 6 months. That's right, about 2x increase.

They clearly benefited fr…"
2020-02-05,"RT @MinteractApp: Today Top Flow in #technology sector, Buy Flow &amp; Sell Flow $FB $NVDA $GOOG $V $INTU $CSCO $IBM $XLNX $INTC $EBAY $AAPL $M…"
2020-02-06,RT @MinteractApp: #Options Flow Stream Update $TSLA $GOOG $MSFT $FB $ROKU $QQQ $SPX #OptionsTrading #OptionsFlow #optionstrade #optiontradi…
2020-02-07,RT @MinteractApp: #Options Flow Stream Update $MSFT $FB $JPM $DIA $ROKU $JETS $QQQ $NDX $SPX #OptionsTrading #OptionsFlow #optionstrade #op…
2020-02-10,"Today Top Flow in #StockMarket, Buy Flow and Sell Flow $TSLA $BA $XLF $DIS $ABT $FB $SLV $C $GOOG $V $AAPL $AMZN… https://t.co/fsvCTBBtvB"
2020-02-11,"Today Top Flow in #technology sector, Buy Flow &amp; Sell Flow $FB $NVDA $GOOG $V $INTU $CSCO $IBM $XLNX $INTC $EBAY… https://t.co/qNSrEzmbfS"
2020-02-12,RT @MinteractApp: #Options Flow Stream Update $TSLA $GOOG $MSFT $FB $ROKU $QQQ $SPX #OptionsTrading #OptionsFlow #optionstrade #optiontradi…
2020-02-13,"Today Top Flow in #StockMarket, Buy Flow and Sell Flow $TSLA $BA $XLF $DIS $ABT $FB $SLV $C $GOOG $V $AAPL $AMZN… https://t.co/MDKtQTORTX"
2020-02-14,RT @MinteractApp: #Options Flow Stream Update $MSFT $FB $JPM $DIA $ROKU $JETS $QQQ $NDX $SPX #OptionsTrading #OptionsFlow #optionstrade #op…
2020-02-18,RT @MinteractApp: #Options Flow Stream Update $TSLA $GOOG $MSFT $FB $ROKU $QQQ $SPX #OptionsTrading #OptionsFlow #optionstrade #optiontradi…
2020-02-19,RT @MinteractApp: #Options Flow Stream Update $MSFT $FB $JPM $DIA $ROKU $JETS $QQQ $NDX $SPX #OptionsTrading #OptionsFlow #optionstrade #op…
