Date,Text
2020-02-06,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-07,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-10,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-11,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-12,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-13,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-14,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-18,"RT @HalSparks: “DeJoy still holds at least $30 million in stock in XPO Logistics, a contractor company that processes mail for USPS” - If h…"
2020-02-19,"@MikeBWasHere @cspan @RepRashida @RashidaTlaib @USPS Okay since you're too lazy to do the work, here you go. AMAZON… https://t.co/SUIWi5UJrf"
2020-02-20,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-21,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-24,"RT @americanmclass: @danielsgoldman https://t.co/qeKvfUjNoA
Questions no one asked:
Was your $30 million in stock for XPO Logistics, (which…"
2020-02-25,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-26,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-27,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-02-28,RT @chizzlechested: @LindaKWS1 NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stoc…
2020-03-02,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-03-03,"RT @Ex67T20: @HeidiNBC https://t.co/q6dqaOhtMP
@RepMaloney might want to look into the recent $26.8 million XPO Logistics stock purchase by…"
2020-03-04,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-03-05,@LindaKWS1 NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of… https://t.co/DwA58RI4ib
2020-03-06,"RT @Ex67T20: @SimonWDC https://t.co/q6dqaOhtMP
Between May and August, the hedge fund managed by McConnell’s brother in law made a $26.8 mi…"
2020-03-09,"RT @Ex67T20: @SimonWDC https://t.co/q6dqaOhtMP
Between May and August, the hedge fund managed by McConnell’s brother in law made a $26.8 mi…"
2020-03-10,"RT @joephines: Louis DeJoy holds between $30 &amp; $75 million in XPO stock.

That's is a clear conflict of interest because XPO is a USPS cont…"
2020-03-11,"RT @HokminSae: @SenWarren @USPS Louis DeJoy earned millions from company with ties to USPS

He holds at least $25 million in XPO Logistics…"
2020-03-12,"RT @Ex67T20: @SimonWDC https://t.co/q6dqaOhtMP
Between May and August, the hedge fund managed by McConnell’s brother in law made a $26.8 mi…"
2020-03-13,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-03-16,"RT @Ex67T20: @SimonWDC https://t.co/q6dqaOhtMP
Between May and August, the hedge fund managed by McConnell’s brother in law made a $26.8 mi…"
2020-03-17,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-03-18,"Today's top charts (with targets): $BLNK (10), $FMCI (20), $GRPN (35.80, 41), $LI (high teens), $RKT (33, 35), $XPO… https://t.co/N2b0gY1eTW"
2020-03-19,"@SimonWDC https://t.co/q6dqaOhtMP
Between May and August, the hedge fund managed by McConnell’s brother in law made… https://t.co/pZRcTgnzP1"
2020-03-20,"RT @MarshallCohen: NEW: Financial disclosures reveal USPS chief Louis DeJoy's business entanglements, which experts say are likely a major…"
2020-03-23,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-03-24,"$XPO XPO Logistics Marks 40th Year as Official Transport Partner of the Tour de France
From our Stock News Alerts App"
2020-03-25,"$XPO XPO Logistics Marks 40th Year as Official Transport Partner of the Tour de France
https://t.co/5ZDzV50x3v"
2020-03-26,"RT @KMGallagher5: @SenBlumenthal DeJoy's former company, XPO Logistics, lost the Amazon contract to the post office.. ""...which brought in…"
2020-03-27,"RT @HalSparks: “DeJoy still holds at least $30 million in stock in XPO Logistics, a contractor company that processes mail for USPS” - If h…"
2020-03-30,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-03-31,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-04-01,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-04-02,"RT @SenWarren: 3. DeJoy sold Amazon stock on June 24, but bought Amazon future stock options at the same time. He was betting he could cash…"
2020-04-03,"RT @Ex67T20: @HeidiNBC https://t.co/q6dqaOhtMP
@RepMaloney might want to look into the recent $26.8 million XPO Logistics stock purchase by…"
2020-04-06,"@GeoffRBennett @RepKatiePorter XPO stock on March 19, 2020 $41.27. today.. $86.02."
2020-04-07,"RT @Ex67T20: @HeidiNBC https://t.co/q6dqaOhtMP
@RepMaloney might want to look into the recent $26.8 million XPO Logistics stock purchase by…"
2020-04-08,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-04-09,"RT @Flipper51John: @mmpadellan @MonicaRivpin He is. “The estimated Net Worth of Louis De Joy is at least $38.7 mm as of Jan. 2, ‘18. De Joy…"
2020-04-13,"RT @animismAmy: @ZevShalev @wynandehague Dejoy kept $30–$75 mil XPO equity stake, a USPS subcontractor
He divested UPS/Amazon shares
When h…"
2020-04-14,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-04-15,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-04-16,RT @SenWarren: Postmaster General Louis DeJoy's investments in @USPS competitors were already deeply problematic. But his purchase of @Amaz…
2020-04-17,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-04-20,RT @ZevShalev: &lt;Thread&gt; The new postmaster general has a massive conflict of interest.  Louis DeJoy still holds $30 M in stock in XPO. This…
2020-04-21,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-04-22,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-04-23,RT @VoteblueBrett: he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 million equi…
2020-04-24,RT @ZevShalev: &lt;Thread&gt; The new postmaster general has a massive conflict of interest.  Louis DeJoy still holds $30 M in stock in XPO. This…
2020-04-27,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-04-28,RT @ZevShalev: &lt;Thread&gt; The new postmaster general has a massive conflict of interest.  Louis DeJoy still holds $30 M in stock in XPO. This…
2020-04-29,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-04-30,RT @ZevShalev: &lt;Thread&gt; The new postmaster general has a massive conflict of interest.  Louis DeJoy still holds $30 M in stock in XPO. This…
2020-05-01,"@APWUnational @CongressmanRaja #Mnuchin was all about  #DeJoy. An #XPOLogistics mail service deal, which is where D… https://t.co/8E2RmLdeSP"
2020-05-04,"@mmpadellan @MonicaRivpin He is. “The estimated Net Worth of Louis De Joy is at least $38.7 mm as of Jan. 2, ‘18. D… https://t.co/7eLtsNiPaV"
2020-05-05,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-06,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-07,"RT @animismAmy: @ZevShalev @wynandehague Dejoy kept $30–$75 mil XPO equity stake, a USPS subcontractor
He divested UPS/Amazon shares
When h…"
2020-05-08,"RT @animismAmy: @ZevShalev @wynandehague Dejoy kept $30–$75 mil XPO equity stake, a USPS subcontractor
He divested UPS/Amazon shares
When h…"
2020-05-11,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-12,"RT @maryderrickart: @mmpadellan ""on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock options giv…"
2020-05-13,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-05-14,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-15,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-05-18,"RT @MarshallCohen: NEW: Financial disclosures reveal USPS chief Louis DeJoy's business entanglements, which experts say are likely a major…"
2020-05-19,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-20,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-21,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-22,RT @ZevShalev: &lt;Thread&gt; The new postmaster general has a massive conflict of interest.  Louis DeJoy still holds $30 M in stock in XPO. This…
2020-05-26,"@cygiant @masonlau35 @nowthisnews Agreed that XPO is a conflict of interest but USPS ""ethics officials...approved t… https://t.co/H4L4DW2sQx"
2020-05-27,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-28,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-05-29,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-06-01,"RT @MarshallCohen: NEW: Financial disclosures reveal USPS chief Louis DeJoy's business entanglements, which experts say are likely a major…"
2020-06-02,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-06-03,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-06-04,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-06-05,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-06-08,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-06-09,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-06-10,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-06-11,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-06-12,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-06-15,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-06-16,"RT @joephines: Louis DeJoy holds between $30 &amp; $75 million in XPO stock.

That's is a clear conflict of interest because XPO is a USPS cont…"
2020-06-17,"RT @joephines: Louis DeJoy holds between $30 &amp; $75 million in XPO stock.

That's is a clear conflict of interest because XPO is a USPS cont…"
2020-06-18,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-06-19,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-06-22,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-06-23,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-06-24,"Louis DeJoy holds between $30 &amp; $75 million in XPO stock.

That's is a clear conflict of interest because XPO is a… https://t.co/vAQnv5R6J0"
2020-06-25,"@indivisible757 DeJoy in conflict of interest ,gap. Stock in Logistics XPO, and Amazon.  foolery and crimes by 45.."
2020-06-26,"He ended up growing the company to 7K employees before selling it to XPO Logistics in 2014.  If anything, he was su… https://t.co/ryax0u9XSS"
2020-06-29,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-06-30,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-01,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-02,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-06,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-07,RT @ZevShalev: NEW: Transportation Sec Elaine Chao's brother-in-law's hedge fund Electron Capital bought $26M worth of stock in XPO Logisti…
2020-07-08,RT @HombreNess: @KellieBorut1 @ImJohnEli DeJoy’s financial disclosures indicate that he retained stocks and stock options worth tens of mil…
2020-07-09,"RT @maryderrickart: @mmpadellan ""on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock options giv…"
2020-07-10,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-13,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-07-14,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-07-15,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-07-16,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-17,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-07-20,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-07-21,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-07-22,@KellieBorut1 @ImJohnEli DeJoy’s financial disclosures indicate that he retained stocks and stock options worth ten… https://t.co/vxMNkCy7tf
2020-07-23,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-24,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-27,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-28,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-07-29,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-07-30,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-07-31,"RT @SenWarren: 3. DeJoy sold Amazon stock on June 24, but bought Amazon future stock options at the same time. He was betting he could cash…"
2020-08-03,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2019-12-31,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-01-02,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-01-03,"@DKon @cspan @RepRashida @RashidaTlaib @USPS BREAKING:
Wow guy who works at a company owns stock
""DeJoy is also lis… https://t.co/IXGkZTHp68"
2020-01-06,RT @maryderrickart: @mmpadellan #DEJOYTESTIMONY  @RepKatiePorter  please have someone else ask if he purchased stock OPTIONS giving him the…
2020-01-07,"RT @maryderrickart: @mmpadellan ""on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock options giv…"
2020-01-08,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-01-09,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-01-10,"#LouisDeJoy  did not divest his $30–$75 million equity stake in XPO, a subcontractor for USPS. Additionally, when h… https://t.co/6k3pZSVHAd"
2020-01-13,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-01-14,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-01-15,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-01-16,"RT @maryderrickart: @mmpadellan ""on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock options giv…"
2020-01-17,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-01-21,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-01-22,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-01-23,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-01-24,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-01-27,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-01-28,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-01-29,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-01-30,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-01-31,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-02-03,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-02-04,"RT @MarshallCohen: NEW: Financial disclosures reveal USPS chief Louis DeJoy's business entanglements, which experts say are likely a major…"
2020-02-05,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-02-06,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-02-07,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-02-10,"RT @SenWarren: 4. DeJoy holds millions of dollars of stock in XPO Logistics, which does business with @USPS. How can he claim to make impar…"
2020-02-11,"RT @SenWarren: 3. DeJoy sold Amazon stock on June 24, but bought Amazon future stock options at the same time. He was betting he could cash…"
2020-02-12,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-02-13,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-02-14,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-02-18,"@theasscat And she KNEW - SHE KNEW - he was lying about the Amazon stock. 
https://t.co/swpJLSZ9vw"
2020-02-19,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-02-20,"RT @infobrat: @mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock opt…"
2020-02-21,RT @VoteblueBrett: @duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 m…
2020-02-24,"@mmpadellan @NotaryEM ""... on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased… https://t.co/NMnOsvjaIh"
2020-02-25,he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–$75 million… https://t.co/7TctfqVnS3
2020-02-26,@duty2warn he divested few investments before taking his role (shares in UPS and Amazon) he did not divest his $30–… https://t.co/7au9YNEIV8
2020-02-27,"RT @NotMYRep: @DCJohnNorton @Amy_Siskind And he still is HEAVILY invested in them.

He literally stands to profit like crazy (not to mentio…"
2020-02-28,"@OversightDems I heard several D's question @USPS PMG DeJoy about his Amazon stock, but did i miss the part where h… https://t.co/nVdsoJXdZs"
2020-03-02,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-03-03,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-03-04,"@DCJohnNorton @Amy_Siskind And he still is HEAVILY invested in them.

He literally stands to profit like crazy (not… https://t.co/eUWKgwYYK5"
2020-03-05,"RT @maryderrickart: @mmpadellan ""on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock options giv…"
2020-03-06,"RT @bannerite: “DeJoy divested large amounts of Amazon shares, he purchased stock options giving him the right to buy new shares of Amazon…"
2020-03-09,RT @maryderrickart: @mmpadellan #DEJOYTESTIMONY  @RepKatiePorter  please have someone else ask if he purchased stock OPTIONS giving him the…
2020-03-10,"RT @maryderrickart: @mmpadellan ""on the same day in June that DeJoy divested large amounts of Amazon shares, he purchased stock options giv…"
2020-03-11,"RT @ThingyBlahBlah3: Note: With the call options he holds on Amazon stock, DeJoy has a financial stake in Amazon, despite whatever he says.…"
